system_variant,system_family,slab_depth,beam_depth,screed_depth,steel_depth,swt,sdl,ll,max_span,concrete_volume,steel_volume,timber_volume,material_concrete_id,material_pt_id,material_steel_id,material_timber_id,ebc_mm,beam_ref,source
Vulcraft_2VLI36_LW110pcf_128,Vulcraft_2VLI36_LW110pcf,0.4375,,,,48.125,,903,7,2.00520833,0.9625,,concrete,,us_steel_16,,,Vulcraft_2VLI36_LW110pcf_D5.25in_G16,
Vulcraft_2VLI36_LW110pcf_129,Vulcraft_2VLI36_LW110pcf,0.4375,,,,48.125,,681,8,2.00520833,0.9625,,concrete,,us_steel_16,,,Vulcraft_2VLI36_LW110pcf_D5.25in_G16,
Vulcraft_2VLI36_LW110pcf_130,Vulcraft_2VLI36_LW110pcf,0.4375,,,,48.125,,529,9,2.00520833,0.9625,,concrete,,us_steel_16,,,Vulcraft_2VLI36_LW110pcf_D5.25in_G16,
Vulcraft_2VLI36_LW110pcf_131,Vulcraft_2VLI36_LW110pcf,0.4375,,,,48.125,,397,10,2.00520833,0.9625,,concrete,,us_steel_16,,,Vulcraft_2VLI36_LW110pcf_D5.25in_G16,
Vulcraft_2VLI36_LW110pcf_132,Vulcraft_2VLI36_LW110pcf,0.4375,,,,48.125,,298,11,2.00520833,0.9625,,concrete,,us_steel_16,,,Vulcraft_2VLI36_LW110pcf_D5.25in_G16,
Vulcraft_2VLI36_LW110pcf_133,Vulcraft_2VLI36_LW110pcf,0.4375,,,,48.125,,229,12,2.00520833,0.9625,,concrete,,us_steel_16,,,Vulcraft_2VLI36_LW110pcf_D5.25in_G16,
Vulcraft_2VLI36_LW110pcf_134,Vulcraft_2VLI36_LW110pcf,0.4375,,,,48.125,,180,13,2.00520833,0.9625,,concrete,,us_steel_16,,,Vulcraft_2VLI36_LW110pcf_D5.25in_G16,
Vulcraft_2VLI36_LW110pcf_135,Vulcraft_2VLI36_LW110pcf,0.4375,,,,48.125,,144,14,2.00520833,0.9625,,concrete,,us_steel_16,,,Vulcraft_2VLI36_LW110pcf_D5.25in_G16,
ComFlor80_normal_weight_1,ComFlor80_normal_weight,0.14,,,0.0009,2.308,,5,3.71,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD140_MA142_G0.9,
ComFlor80_normal_weight_2,ComFlor80_normal_weight,0.14,,,0.0009,2.308,,7.5,3.69,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD140_MA142_G0.9,
ComFlor80_normal_weight_3,ComFlor80_normal_weight,0.14,,,0.0009,2.308,,10,3.29,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD140_MA142_G0.9,
ComFlor80_normal_weight_4,ComFlor80_normal_weight,0.14,,,0.001,2.779,,5,4.07,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD140_MA142_G1.0,
ComFlor80_normal_weight_5,ComFlor80_normal_weight,0.14,,,0.001,2.779,,7.5,4.06,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD140_MA142_G1.0,
ComFlor80_normal_weight_6,ComFlor80_normal_weight,0.14,,,0.001,2.779,,10,3.29,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD140_MA142_G1.0,
ComFlor80_normal_weight_7,ComFlor80_normal_weight,0.14,,,0.0012,3.961,,5,4.34,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD140_MA142_G1.2,
ComFlor80_normal_weight_8,ComFlor80_normal_weight,0.14,,,0.0012,3.961,,7.5,4.15,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD140_MA142_G1.2,
ComFlor80_normal_weight_9,ComFlor80_normal_weight,0.14,,,0.0012,3.961,,10,3.31,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD140_MA142_G1.2,
ComFlor80_normal_weight_10,ComFlor80_normal_weight,0.15,,,0.0009,2.308,,5,3.61,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD150_MA142_G0.9,
ComFlor80_normal_weight_11,ComFlor80_normal_weight,0.15,,,0.0009,2.308,,7.5,3.6,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD150_MA142_G0.9,
ComFlor80_normal_weight_12,ComFlor80_normal_weight,0.15,,,0.0009,2.308,,10,3.59,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD150_MA142_G0.9,
ComFlor80_normal_weight_13,ComFlor80_normal_weight,0.15,,,0.001,2.779,,5,3.96,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD150_MA142_G1.0,
ComFlor80_normal_weight_14,ComFlor80_normal_weight,0.15,,,0.001,2.779,,7.5,3.95,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD150_MA142_G1.0,
ComFlor80_normal_weight_15,ComFlor80_normal_weight,0.15,,,0.001,2.779,,10,3.94,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD150_MA142_G1.0,
ComFlor80_normal_weight_16,ComFlor80_normal_weight,0.15,,,0.0012,3.961,,5,4.26,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD150_MA142_G1.2,
ComFlor80_normal_weight_17,ComFlor80_normal_weight,0.15,,,0.0012,3.961,,7.5,4.25,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD150_MA142_G1.2,
ComFlor80_normal_weight_18,ComFlor80_normal_weight,0.15,,,0.0012,3.961,,10,3.96,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD150_MA142_G1.2,
ComFlor80_normal_weight_19,ComFlor80_normal_weight,0.16,,,0.0009,2.308,,5,3.51,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD160_MA193_G0.9,
ComFlor80_normal_weight_20,ComFlor80_normal_weight,0.16,,,0.0009,2.308,,7.5,3.51,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD160_MA193_G0.9,
ComFlor80_normal_weight_21,ComFlor80_normal_weight,0.16,,,0.0009,2.308,,10,3.5,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD160_MA193_G0.9,
ComFlor80_normal_weight_22,ComFlor80_normal_weight,0.16,,,0.001,2.779,,5,3.86,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD160_MA193_G1.0,
ComFlor80_normal_weight_23,ComFlor80_normal_weight,0.16,,,0.001,2.779,,7.5,3.86,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD160_MA193_G1.0,
ComFlor80_normal_weight_24,ComFlor80_normal_weight,0.16,,,0.001,2.779,,10,3.84,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD160_MA193_G1.0,
ComFlor80_normal_weight_25,ComFlor80_normal_weight,0.16,,,0.0012,3.961,,5,4.18,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD160_MA193_G1.2,
ComFlor80_normal_weight_26,ComFlor80_normal_weight,0.16,,,0.0012,3.961,,7.5,4.17,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD160_MA193_G1.2,
ComFlor80_normal_weight_27,ComFlor80_normal_weight,0.16,,,0.0012,3.961,,10,4.17,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD160_MA193_G1.2,
ComFlor80_normal_weight_28,ComFlor80_normal_weight,0.17,,,0.0009,2.308,,5,3.5,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD170_MA193_G0.9,
ComFlor80_normal_weight_29,ComFlor80_normal_weight,0.17,,,0.0009,2.308,,7.5,3.5,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD170_MA193_G0.9,
ComFlor80_normal_weight_30,ComFlor80_normal_weight,0.17,,,0.0009,2.308,,10,3.49,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD170_MA193_G0.9,
ComFlor80_normal_weight_31,ComFlor80_normal_weight,0.17,,,0.001,2.779,,5,3.77,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD170_MA193_G1.0,
ComFlor80_normal_weight_32,ComFlor80_normal_weight,0.17,,,0.001,2.779,,7.5,3.77,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD170_MA193_G1.0,
ComFlor80_normal_weight_33,ComFlor80_normal_weight,0.17,,,0.001,2.779,,10,3.76,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD170_MA193_G1.0,
ComFlor80_normal_weight_34,ComFlor80_normal_weight,0.17,,,0.0012,3.961,,5,4.11,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD170_MA193_G1.2,
ComFlor80_normal_weight_35,ComFlor80_normal_weight,0.17,,,0.0012,3.961,,7.5,4.11,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD170_MA193_G1.2,
ComFlor80_normal_weight_36,ComFlor80_normal_weight,0.17,,,0.0012,3.961,,10,4.1,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD170_MA193_G1.2,
ComFlor80_normal_weight_37,ComFlor80_normal_weight,0.18,,,0.0009,2.308,,5,3.45,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD180_MA252_G0.9,
ComFlor80_normal_weight_38,ComFlor80_normal_weight,0.18,,,0.0009,2.308,,7.5,3.45,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD180_MA252_G0.9,
ComFlor80_normal_weight_39,ComFlor80_normal_weight,0.18,,,0.0009,2.308,,10,3.45,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD180_MA252_G0.9,
ComFlor80_normal_weight_40,ComFlor80_normal_weight,0.18,,,0.001,2.779,,5,3.68,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD180_MA252_G1.0,
ComFlor80_normal_weight_41,ComFlor80_normal_weight,0.18,,,0.001,2.779,,7.5,3.68,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD180_MA252_G1.0,
ComFlor80_normal_weight_42,ComFlor80_normal_weight,0.18,,,0.001,2.779,,10,3.68,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD180_MA252_G1.0,
ComFlor80_normal_weight_43,ComFlor80_normal_weight,0.18,,,0.0012,3.961,,5,4.04,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD180_MA252_G1.2,
ComFlor80_normal_weight_44,ComFlor80_normal_weight,0.18,,,0.0012,3.961,,7.5,4.04,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD180_MA252_G1.2,
ComFlor80_normal_weight_45,ComFlor80_normal_weight,0.18,,,0.0012,3.961,,10,4.04,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD180_MA252_G1.2,
ComFlor80_normal_weight_46,ComFlor80_normal_weight,0.19,,,0.0009,2.308,,5,3.37,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD190_MA252_G0.9,
ComFlor80_normal_weight_47,ComFlor80_normal_weight,0.19,,,0.0009,2.308,,7.5,3.37,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD190_MA252_G0.9,
ComFlor80_normal_weight_48,ComFlor80_normal_weight,0.19,,,0.0009,2.308,,10,3.37,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD190_MA252_G0.9,
ComFlor80_normal_weight_49,ComFlor80_normal_weight,0.19,,,0.001,2.779,,5,3.6,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD190_MA252_G1.0,
ComFlor80_normal_weight_50,ComFlor80_normal_weight,0.19,,,0.001,2.779,,7.5,3.6,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD190_MA252_G1.0,
ComFlor80_normal_weight_51,ComFlor80_normal_weight,0.19,,,0.001,2.779,,10,3.6,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD190_MA252_G1.0,
ComFlor80_normal_weight_52,ComFlor80_normal_weight,0.19,,,0.0012,3.961,,5,3.99,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD190_MA252_G1.2,
ComFlor80_normal_weight_53,ComFlor80_normal_weight,0.19,,,0.0012,3.961,,7.5,3.99,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD190_MA252_G1.2,
ComFlor80_normal_weight_54,ComFlor80_normal_weight,0.19,,,0.0012,3.961,,10,3.98,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD190_MA252_G1.2,
ComFlor80_normal_weight_55,ComFlor80_normal_weight,0.2,,,0.0009,2.308,,5,3.29,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD200_MA252_G0.9,
ComFlor80_normal_weight_56,ComFlor80_normal_weight,0.2,,,0.0009,2.308,,7.5,3.29,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD200_MA252_G0.9,
ComFlor80_normal_weight_57,ComFlor80_normal_weight,0.2,,,0.0009,2.308,,10,3.29,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.0_SD200_MA252_G0.9,
ComFlor80_normal_weight_58,ComFlor80_normal_weight,0.2,,,0.001,2.779,,5,3.53,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD200_MA252_G1.0,
ComFlor80_normal_weight_59,ComFlor80_normal_weight,0.2,,,0.001,2.779,,7.5,3.53,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD200_MA252_G1.0,
ComFlor80_normal_weight_60,ComFlor80_normal_weight,0.2,,,0.001,2.779,,10,3.53,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.0_SD200_MA252_G1.0,
ComFlor80_normal_weight_61,ComFlor80_normal_weight,0.2,,,0.0012,3.961,,5,3.92,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD200_MA252_G1.2,
ComFlor80_normal_weight_62,ComFlor80_normal_weight,0.2,,,0.0012,3.961,,7.5,3.92,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD200_MA252_G1.2,
ComFlor80_normal_weight_63,ComFlor80_normal_weight,0.2,,,0.0012,3.961,,10,3.92,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.0_SD200_MA252_G1.2,
ComFlor80_normal_weight_64,ComFlor80_normal_weight,0.15,,,0.0009,2.308,,5,3.59,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD150_MA142_G0.9,
ComFlor80_normal_weight_65,ComFlor80_normal_weight,0.15,,,0.0009,2.308,,7.5,3.59,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD150_MA142_G0.9,
ComFlor80_normal_weight_66,ComFlor80_normal_weight,0.15,,,0.0009,2.308,,10,2.89,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD150_MA142_G0.9,
ComFlor80_normal_weight_67,ComFlor80_normal_weight,0.15,,,0.001,2.779,,5,3.95,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD150_MA142_G1.0,
ComFlor80_normal_weight_68,ComFlor80_normal_weight,0.15,,,0.001,2.779,,7.5,3.65,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD150_MA142_G1.0,
ComFlor80_normal_weight_69,ComFlor80_normal_weight,0.15,,,0.001,2.779,,10,2.92,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD150_MA142_G1.0,
ComFlor80_normal_weight_70,ComFlor80_normal_weight,0.15,,,0.0012,3.961,,5,4.25,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD150_MA142_G1.2,
ComFlor80_normal_weight_71,ComFlor80_normal_weight,0.15,,,0.0012,3.961,,7.5,3.61,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD150_MA142_G1.2,
ComFlor80_normal_weight_72,ComFlor80_normal_weight,0.15,,,0.0012,3.961,,10,2.97,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD150_MA142_G1.2,
ComFlor80_normal_weight_73,ComFlor80_normal_weight,0.16,,,0.0009,2.308,,5,3.51,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD160_MA193_G0.9,
ComFlor80_normal_weight_74,ComFlor80_normal_weight,0.16,,,0.0009,2.308,,7.5,3.5,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD160_MA193_G0.9,
ComFlor80_normal_weight_75,ComFlor80_normal_weight,0.16,,,0.0009,2.308,,10,3.48,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD160_MA193_G0.9,
ComFlor80_normal_weight_76,ComFlor80_normal_weight,0.16,,,0.001,2.779,,5,3.85,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD160_MA193_G1.0,
ComFlor80_normal_weight_77,ComFlor80_normal_weight,0.16,,,0.001,2.779,,7.5,3.84,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD160_MA193_G1.0,
ComFlor80_normal_weight_78,ComFlor80_normal_weight,0.16,,,0.001,2.779,,10,3.83,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD160_MA193_G1.0,
ComFlor80_normal_weight_79,ComFlor80_normal_weight,0.16,,,0.0012,3.961,,5,4.17,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD160_MA193_G1.2,
ComFlor80_normal_weight_80,ComFlor80_normal_weight,0.16,,,0.0012,3.961,,7.5,4.17,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD160_MA193_G1.2,
ComFlor80_normal_weight_81,ComFlor80_normal_weight,0.16,,,0.0012,3.961,,10,4.15,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD160_MA193_G1.2,
ComFlor80_normal_weight_82,ComFlor80_normal_weight,0.17,,,0.0009,2.308,,5,3.5,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD170_MA193_G0.9,
ComFlor80_normal_weight_83,ComFlor80_normal_weight,0.17,,,0.0009,2.308,,7.5,3.49,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD170_MA193_G0.9,
ComFlor80_normal_weight_84,ComFlor80_normal_weight,0.17,,,0.0009,2.308,,10,3.48,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD170_MA193_G0.9,
ComFlor80_normal_weight_85,ComFlor80_normal_weight,0.17,,,0.001,2.779,,5,3.77,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD170_MA193_G1.0,
ComFlor80_normal_weight_86,ComFlor80_normal_weight,0.17,,,0.001,2.779,,7.5,3.76,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD170_MA193_G1.0,
ComFlor80_normal_weight_87,ComFlor80_normal_weight,0.17,,,0.001,2.779,,10,3.74,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD170_MA193_G1.0,
ComFlor80_normal_weight_88,ComFlor80_normal_weight,0.17,,,0.0012,3.961,,5,4.1,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD170_MA193_G1.2,
ComFlor80_normal_weight_89,ComFlor80_normal_weight,0.17,,,0.0012,3.961,,7.5,4.1,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD170_MA193_G1.2,
ComFlor80_normal_weight_90,ComFlor80_normal_weight,0.17,,,0.0012,3.961,,10,4.08,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD170_MA193_G1.2,
ComFlor80_normal_weight_91,ComFlor80_normal_weight,0.18,,,0.0009,2.308,,5,3.45,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD180_MA252_G0.9,
ComFlor80_normal_weight_92,ComFlor80_normal_weight,0.18,,,0.0009,2.308,,7.5,3.45,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD180_MA252_G0.9,
ComFlor80_normal_weight_93,ComFlor80_normal_weight,0.18,,,0.0009,2.308,,10,3.44,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD180_MA252_G0.9,
ComFlor80_normal_weight_94,ComFlor80_normal_weight,0.18,,,0.001,2.779,,5,3.68,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD180_MA252_G1.0,
ComFlor80_normal_weight_95,ComFlor80_normal_weight,0.18,,,0.001,2.779,,7.5,3.68,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD180_MA252_G1.0,
ComFlor80_normal_weight_96,ComFlor80_normal_weight,0.18,,,0.001,2.779,,10,3.67,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD180_MA252_G1.0,
ComFlor80_normal_weight_97,ComFlor80_normal_weight,0.18,,,0.0012,3.961,,5,4.04,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD180_MA252_G1.2,
ComFlor80_normal_weight_98,ComFlor80_normal_weight,0.18,,,0.0012,3.961,,7.5,4.04,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD180_MA252_G1.2,
ComFlor80_normal_weight_99,ComFlor80_normal_weight,0.18,,,0.0012,3.961,,10,4.02,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD180_MA252_G1.2,
ComFlor80_normal_weight_100,ComFlor80_normal_weight,0.19,,,0.0009,2.308,,5,3.37,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD190_MA252_G0.9,
ComFlor80_normal_weight_101,ComFlor80_normal_weight,0.19,,,0.0009,2.308,,7.5,3.37,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD190_MA252_G0.9,
ComFlor80_normal_weight_102,ComFlor80_normal_weight,0.19,,,0.0009,2.308,,10,3.36,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD190_MA252_G0.9,
ComFlor80_normal_weight_103,ComFlor80_normal_weight,0.19,,,0.001,2.779,,5,3.6,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD190_MA252_G1.0,
ComFlor80_normal_weight_104,ComFlor80_normal_weight,0.19,,,0.001,2.779,,7.5,3.6,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD190_MA252_G1.0,
ComFlor80_normal_weight_105,ComFlor80_normal_weight,0.19,,,0.001,2.779,,10,3.6,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD190_MA252_G1.0,
ComFlor80_normal_weight_106,ComFlor80_normal_weight,0.19,,,0.0012,3.961,,5,3.99,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD190_MA252_G1.2,
ComFlor80_normal_weight_107,ComFlor80_normal_weight,0.19,,,0.0012,3.961,,7.5,3.98,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD190_MA252_G1.2,
ComFlor80_normal_weight_108,ComFlor80_normal_weight,0.19,,,0.0012,3.961,,10,3.98,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,ComFlor80_single_unpropped_FR1.5_SD190_MA252_G1.2,
ComFlor80_normal_weight_109,ComFlor80_normal_weight,0.2,,,0.0009,2.308,,5,3.29,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD200_MA252_G0.9,
ComFlor80_normal_weight_110,ComFlor80_normal_weight,0.2,,,0.0009,2.308,,7.5,3.29,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD200_MA252_G0.9,
ComFlor80_normal_weight_111,ComFlor80_normal_weight,0.2,,,0.0009,2.308,,10,3.29,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,ComFlor80_single_unpropped_FR1.5_SD200_MA252_G0.9,
ComFlor80_normal_weight_112,ComFlor80_normal_weight,0.2,,,0.001,2.779,,5,3.53,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD200_MA252_G1.0,
ComFlor80_normal_weight_113,ComFlor80_normal_weight,0.2,,,0.001,2.779,,7.5,3.53,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD200_MA252_G1.0,
ComFlor80_normal_weight_114,ComFlor80_normal_weight,0.2,,,0.001,2.779,,10,3.52,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,ComFlor80_single_unpropped_FR1.5_SD200_MA252_G1.0,
