system_variant,system_family,slab_depth,beam_depth,screed_depth,steel_depth,swt,sdl,ll,max_span,concrete_volume,steel_volume,timber_volume,material_concrete_id,material_pt_id,material_steel_id,material_timber_id,ebc_mm,beam_ref,source
verco_PLW2_NWC_90,verco_PLW2_NWC,0.54133858,,,0.00333333,78.5,1810,2705,7,0.54137931,1.57,Verco Deck Solutions p115 NWC,us_nw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_NWC_d6p5in_g16_L7ft_W1810psf,
verco_PLW2_NWC_91,verco_PLW2_NWC,0.54133858,,,0.00333333,78.5,1366,1812,8,0.54137931,1.57,Verco Deck Solutions p115 NWC,us_nw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_NWC_d6p5in_g16_L8ft_W1366psf,
verco_PLW2_NWC_92,verco_PLW2_NWC,0.54133858,,,0.00333333,78.5,1061,1272,9,0.54137931,1.57,Verco Deck Solutions p115 NWC,us_nw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_NWC_d6p5in_g16_L9ft_W1061psf,
verco_PLW2_NWC_93,verco_PLW2_NWC,0.54133858,,,0.00333333,78.5,844,927,10,0.54137931,1.57,Verco Deck Solutions p115 NWC,us_nw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_NWC_d6p5in_g16_L10ft_W844psf,
verco_PLW2_NWC_94,verco_PLW2_NWC,0.54133858,,,0.00333333,78.5,683,697,11,0.54137931,1.57,Verco Deck Solutions p115 NWC,us_nw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_NWC_d6p5in_g16_L11ft_W683psf,
verco_PLW2_NWC_95,verco_PLW2_NWC,0.54133858,,,0.00333333,78.5,560,536,12,0.54137931,1.57,Verco Deck Solutions p115 NWC,us_nw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_NWC_d6p5in_g16_L12ft_W560psf,
verco_PLW2_NWC_96,verco_PLW2_NWC,0.54133858,,,0.00333333,78.5,389,338,14,0.54137931,1.57,Verco Deck Solutions p115 NWC,us_nw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_NWC_d6p5in_g16_L14ft_W389psf,
verco_PLW2_LWC_1,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,739,649,6,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4in_g22_L6ft_W739psf,
verco_PLW2_LWC_2,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,534,409,7,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4in_g22_L7ft_W534psf,
verco_PLW2_LWC_3,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,400,274,8,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4in_g22_L8ft_W400psf,
verco_PLW2_LWC_4,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,309,192,9,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4in_g22_L9ft_W309psf,
verco_PLW2_LWC_5,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,243,140,10,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4in_g22_L10ft_W243psf,
verco_PLW2_LWC_6,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,195,105,11,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4in_g22_L11ft_W195psf,
verco_PLW2_LWC_7,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,158,81,12,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4in_g22_L12ft_W158psf,
verco_PLW2_LWC_8,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,107,51,14,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4in_g22_L14ft_W107psf,
verco_PLW2_LWC_9,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,871,698,6,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4in_g20_L6ft_W871psf,
verco_PLW2_LWC_10,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,630,439,7,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4in_g20_L7ft_W630psf,
verco_PLW2_LWC_11,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,474,294,8,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4in_g20_L8ft_W474psf,
verco_PLW2_LWC_12,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,367,206,9,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4in_g20_L9ft_W367psf,
verco_PLW2_LWC_13,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,290,150,10,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4in_g20_L10ft_W290psf,
verco_PLW2_LWC_14,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,234,113,11,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4in_g20_L11ft_W234psf,
verco_PLW2_LWC_15,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,191,87,12,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4in_g20_L12ft_W191psf,
verco_PLW2_LWC_16,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,130,54,14,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4in_g20_L14ft_W130psf,
verco_PLW2_LWC_17,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,1097,779,6,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4in_g18_L6ft_W1097psf,
verco_PLW2_LWC_18,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,796,490,7,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4in_g18_L7ft_W796psf,
verco_PLW2_LWC_19,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,601,328,8,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4in_g18_L8ft_W601psf,
verco_PLW2_LWC_20,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,467,230,9,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4in_g18_L9ft_W467psf,
verco_PLW2_LWC_21,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,372,168,10,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4in_g18_L10ft_W372psf,
verco_PLW2_LWC_22,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,301,126,11,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4in_g18_L11ft_W301psf,
verco_PLW2_LWC_23,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,247,97,12,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4in_g18_L12ft_W247psf,
verco_PLW2_LWC_24,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,172,61,14,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4in_g18_L14ft_W172psf,
verco_PLW2_LWC_25,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,1330,858,6,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4in_g16_L6ft_W1330psf,
verco_PLW2_LWC_26,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,967,540,7,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4in_g16_L7ft_W967psf,
verco_PLW2_LWC_27,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,732,361,8,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4in_g16_L8ft_W732psf,
verco_PLW2_LWC_28,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,570,254,9,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4in_g16_L9ft_W570psf,
verco_PLW2_LWC_29,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,455,185,10,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4in_g16_L10ft_W455psf,
verco_PLW2_LWC_30,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,369,139,11,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4in_g16_L11ft_W369psf,
verco_PLW2_LWC_31,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,304,107,12,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4in_g16_L12ft_W304psf,
verco_PLW2_LWC_32,verco_PLW2_LWC,0.33464567,,,0.00333333,36.7,214,67,14,0.33363636,0.734,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4in_g16_L14ft_W214psf,
verco_PLW2_LWC_33,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,843,904,6,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g22_L6ft_W843psf,
verco_PLW2_LWC_34,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,609,569,7,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g22_L7ft_W609psf,
verco_PLW2_LWC_35,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,456,381,8,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g22_L8ft_W456psf,
verco_PLW2_LWC_36,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,352,268,9,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g22_L9ft_W352psf,
verco_PLW2_LWC_37,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,277,195,10,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g22_L10ft_W277psf,
verco_PLW2_LWC_38,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,222,146,11,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g22_L11ft_W222psf,
verco_PLW2_LWC_39,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,180,113,12,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g22_L12ft_W180psf,
verco_PLW2_LWC_40,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,121,71,14,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g22_L14ft_W121psf,
verco_PLW2_LWC_41,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,994,970,6,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g20_L6ft_W994psf,
verco_PLW2_LWC_42,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,720,611,7,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g20_L7ft_W720psf,
verco_PLW2_LWC_43,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,541,409,8,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g20_L8ft_W541psf,
verco_PLW2_LWC_44,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,419,287,9,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g20_L9ft_W419psf,
verco_PLW2_LWC_45,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,331,209,10,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g20_L10ft_W331psf,
verco_PLW2_LWC_46,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,267,157,11,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g20_L11ft_W267psf,
verco_PLW2_LWC_47,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,217,121,12,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g20_L12ft_W217psf,
verco_PLW2_LWC_48,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,149,76,14,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g20_L14ft_W149psf,
verco_PLW2_LWC_49,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,1256,1080,6,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g18_L6ft_W1256psf,
verco_PLW2_LWC_50,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,912,680,7,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g18_L7ft_W912psf,
verco_PLW2_LWC_51,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,688,455,8,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g18_L8ft_W688psf,
verco_PLW2_LWC_52,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,535,320,9,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g18_L9ft_W535psf,
verco_PLW2_LWC_53,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,425,233,10,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g18_L10ft_W425psf,
verco_PLW2_LWC_54,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,344,175,11,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g18_L11ft_W344psf,
verco_PLW2_LWC_55,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,282,135,12,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g18_L12ft_W282psf,
verco_PLW2_LWC_56,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,196,85,14,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g18_L14ft_W196psf,
verco_PLW2_LWC_57,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,1524,1187,6,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g16_L6ft_W1524psf,
verco_PLW2_LWC_58,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,1109,747,7,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g16_L7ft_W1109psf,
verco_PLW2_LWC_59,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,839,500,8,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g16_L8ft_W839psf,
verco_PLW2_LWC_60,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,654,351,9,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g16_L9ft_W654psf,
verco_PLW2_LWC_61,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,521,256,10,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g16_L10ft_W521psf,
verco_PLW2_LWC_62,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,423,192,11,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g16_L11ft_W423psf,
verco_PLW2_LWC_63,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,349,148,12,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g16_L12ft_W349psf,
verco_PLW2_LWC_64,verco_PLW2_LWC,0.37401575,,,0.00333333,41.2,245,93,14,0.37454546,0.824,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d4p5in_g16_L14ft_W245psf,
verco_PLW2_LWC_65,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,1008,1402,6,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g22_L6ft_W1008psf,
verco_PLW2_LWC_66,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,728,883,7,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g22_L7ft_W728psf,
verco_PLW2_LWC_67,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,546,591,8,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g22_L8ft_W546psf,
verco_PLW2_LWC_68,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,421,415,9,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g22_L9ft_W421psf,
verco_PLW2_LWC_69,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,331,302,10,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g22_L10ft_W331psf,
verco_PLW2_LWC_70,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,265,227,11,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g22_L11ft_W265psf,
verco_PLW2_LWC_71,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,215,175,12,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g22_L12ft_W215psf,
verco_PLW2_LWC_72,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,145,110,14,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_22,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g22_L14ft_W145psf,
verco_PLW2_LWC_73,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,1192,1502,6,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g20_L6ft_W1192psf,
verco_PLW2_LWC_74,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,862,945,7,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g20_L7ft_W862psf,
verco_PLW2_LWC_75,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,649,633,8,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g20_L8ft_W649psf,
verco_PLW2_LWC_76,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,502,445,9,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g20_L9ft_W502psf,
verco_PLW2_LWC_77,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,397,324,10,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g20_L10ft_W397psf,
verco_PLW2_LWC_78,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,320,243,11,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g20_L11ft_W320psf,
verco_PLW2_LWC_79,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,261,187,12,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g20_L12ft_W261psf,
verco_PLW2_LWC_80,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,178,118,14,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_20,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g20_L14ft_W178psf,
verco_PLW2_LWC_81,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,1511,1668,6,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g18_L6ft_W1511psf,
verco_PLW2_LWC_82,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,1097,1050,7,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g18_L7ft_W1097psf,
verco_PLW2_LWC_83,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,828,703,8,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g18_L8ft_W828psf,
verco_PLW2_LWC_84,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,643,494,9,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g18_L9ft_W643psf,
verco_PLW2_LWC_85,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,512,360,10,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g18_L10ft_W512psf,
verco_PLW2_LWC_86,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,414,270,11,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g18_L11ft_W414psf,
verco_PLW2_LWC_87,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,340,208,12,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g18_L12ft_W340psf,
verco_PLW2_LWC_88,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,236,131,14,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_18,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g18_L14ft_W236psf,
verco_PLW2_LWC_89,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,1839,1829,6,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g16_L6ft_W1839psf,
verco_PLW2_LWC_90,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,1338,1152,7,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g16_L7ft_W1338psf,
verco_PLW2_LWC_91,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,1012,771,8,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g16_L8ft_W1012psf,
verco_PLW2_LWC_92,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,789,542,9,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g16_L9ft_W789psf,
verco_PLW2_LWC_93,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,629,395,10,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g16_L10ft_W629psf,
verco_PLW2_LWC_94,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,511,296,11,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g16_L11ft_W511psf,
verco_PLW2_LWC_95,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,421,228,12,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g16_L12ft_W421psf,
verco_PLW2_LWC_96,verco_PLW2_LWC,0.43635171,,,0.00333333,48.1,296,144,14,0.43727273,0.962,Verco Deck Solutions p116 LWC,us_lw_concrete,us_steel_16,,,,verco_PLW2_36_W2_36_LWC_d5p25in_g16_L14ft_W296psf,
